# @source="réseau Sentinelles, INSERM, Sorbonne Université, http://www.sentiweb.fr", @meta={"period":[198444,202240],"geo":["PAY","1"],"geo_ref":"insee","indicator":"3","type":"all","conf_int":true,"compact":false}, @date=2022-10-15T12:27:34+02:00
week,indicator,inc,inc_low,inc_up,inc100,inc100_low,inc100_up,geo_insee,geo_name
200128,3,3555,553,6557,6,1,11,FR,France
200127,3,4739,1122,8356,8,2,14,FR,France
200126,3,3335,466,6204,6,1,11,FR,France
200125,3,2643,527,4759,4,0,8,FR,France
200124,3,4784,2158,7410,8,4,12,FR,France
200123,3,6299,3161,9437,11,6,16,FR,France
200122,3,4544,2006,7082,8,4,12,FR,France
200121,3,8925,4094,13756,15,7,23,FR,France
200120,3,15269,8883,21655,26,15,37,FR,France
200119,3,17369,10575,24163,29,18,40,FR,France
200118,3,21043,14262,27824,36,25,47,FR,France
200117,3,25787,19109,32465,44,33,55,FR,France
200116,3,24025,16833,31217,41,29,53,FR,France
200115,3,24188,17340,31036,41,29,53,FR,France
200114,3,40429,31774,49084,68,53,83,FR,France
200113,3,48644,39517,57771,82,67,97,FR,France
200112,3,45411,35780,55042,77,61,93,FR,France
200111,3,49809,40534,59084,84,68,100,FR,France
200110,3,46649,37240,56058,79,63,95,FR,France
200109,3,58623,47346,69900,99,80,118,FR,France
200108,3,77423,63237,91609,131,107,155,FR,France
200107,3,126970,107898,146042,215,183,247,FR,France
200106,3,225969,198142,253796,382,335,429,FR,France
200105,3,278674,249486,307862,471,422,520,FR,France
200104,3,209193,189129,229257,354,320,388,FR,France
200103,3,139823,124243,155403,236,210,262,FR,France
200102,3,105356,92392,118320,178,156,200,FR,France
200101,3,98930,84599,113261,167,143,191,FR,France
200052,3,143525,124203,162847,244,211,277,FR,France
200051,3,125224,108719,141729,213,185,241,FR,France
200050,3,99177,84857,113497,169,145,193,FR,France
200049,3,74170,54196,94144,126,92,160,FR,France
200048,3,43642,34064,53220,74,58,90,FR,France
200047,3,64848,11322,118374,110,19,201,FR,France
200046,3,20598,14053,27143,35,24,46,FR,France
200045,3,25375,17229,33521,43,29,57,FR,France
200044,3,16330,9762,22898,28,17,39,FR,France
200043,3,36951,27693,46209,63,47,79,FR,France
200042,3,41200,30772,51628,70,52,88,FR,France
200041,3,40022,30939,49105,68,53,83,FR,France
200040,3,27237,19986,34488,46,34,58,FR,France
200039,3,19338,12649,26027,33,22,44,FR,France
200038,3,7417,3193,11641,13,6,20,FR,France
200037,3,2243,0,4722,4,0,8,FR,France
200036,3,2990,0,6416,5,0,11,FR,France
200035,3,5590,0,12003,10,0,21,FR,France
200034,3,5188,0,12418,9,0,21,FR,France
200033,3,1690,0,3859,3,0,7,FR,France
200032,3,1405,0,4239,2,0,7,FR,France
200031,3,2159,0,4744,4,0,8,FR,France
200030,3,218,0,783,0,0,1,FR,France
200029,3,1532,0,3751,3,0,7,FR,France
200028,3,1071,0,2881,2,0,5,FR,France
200027,3,2427,150,4704,4,0,8,FR,France
200026,3,1997,0,4996,3,0,8,FR,France
200025,3,4239,221,8257,7,0,14,FR,France
200024,3,5411,1122,9700,9,2,16,FR,France
200023,3,8757,4101,13413,15,7,23,FR,France
200022,3,4966,1694,8238,8,2,14,FR,France
200021,3,4271,1389,7153,7,2,12,FR,France
200020,3,4520,1478,7562,8,3,13,FR,France
200019,3,13867,8548,19186,24,15,33,FR,France
200018,3,5386,2261,8511,9,4,14,FR,France
200017,3,7018,1581,12455,12,3,21,FR,France
200016,3,5328,1433,9223,9,2,16,FR,France
200015,3,12020,6436,17604,20,11,29,FR,France
200014,3,10942,5691,16193,19,10,28,FR,France
200013,3,8572,3443,13701,15,6,24,FR,France
200012,3,7081,3097,11065,12,5,19,FR,France
200011,3,12172,7447,16897,21,13,29,FR,France
200010,3,9091,5450,12732,15,9,21,FR,France
200009,3,14631,9200,20062,25,16,34,FR,France
200008,3,23647,17172,30122,40,29,51,FR,France
200007,3,59173,48440,69906,101,83,119,FR,France
200006,3,146517,129961,163073,249,221,277,FR,France
200005,3,261687,239983,283391,445,408,482,FR,France
200004,3,374822,349785,399859,637,594,680,FR,France
200003,3,484233,456706,511760,824,777,871,FR,France
200002,3,521069,492185,549953,886,837,935,FR,France
200001,3,541945,511326,572564,922,870,974,FR,France
199952,3,387655,360652,414658,663,617,709,FR,France
199951,3,272075,250906,293244,465,429,501,FR,France
199950,3,181113,164571,197655,310,282,338,FR,France
199949,3,112328,99058,125598,192,169,215,FR,France
199948,3,58710,48651,68769,100,83,117,FR,France
199947,3,35912,23462,48362,61,40,82,FR,France
199946,3,8601,1503,15699,15,3,27,FR,France
199945,3,17781,10817,24745,30,18,42,FR,France
199944,3,18238,12870,23606,31,22,40,FR,France
199943,3,18135,12601,23669,31,22,40,FR,France
199942,3,19183,13258,25108,33,23,43,FR,France
199941,3,25171,18689,31653,43,32,54,FR,France
199940,3,24185,16184,32186,41,27,55,FR,France
199939,3,28553,20776,36330,49,36,62,FR,France
199938,3,12430,7759,17101,21,13,29,FR,France
199937,3,7543,4283,10803,13,7,19,FR,France
199936,3,8191,2827,13555,14,5,23,FR,France
199935,3,3334,1188,5480,6,2,10,FR,France
199934,3,7600,0,27730,13,0,47,FR,France
199933,3,9757,354,19160,17,1,33,FR,France
199932,3,7149,0,15077,12,0,26,FR,France
199931,3,2640,0,5463,5,0,10,FR,France
199930,3,1478,0,3153,3,0,6,FR,France
199929,3,3983,498,7468,7,1,13,FR,France
199928,3,3731,712,6750,6,1,11,FR,France
199927,3,5004,1597,8411,9,3,15,FR,France
199926,3,3459,699,6219,6,1,11,FR,France
199925,3,5302,2057,8547,9,3,15,FR,France
199924,3,4327,1646,7008,7,2,12,FR,France
199923,3,5370,2374,8366,9,4,14,FR,France
199922,3,4404,1643,7165,8,3,13,FR,France
199921,3,4180,1485,6875,7,2,12,FR,France
199920,3,6073,2775,9371,10,4,16,FR,France
199919,3,6241,3220,9262,11,6,16,FR,France
199918,3,3057,678,5436,5,1,9,FR,France
199917,3,2904,701,5107,5,1,9,FR,France
199916,3,7539,3360,11718,13,6,20,FR,France
199915,3,11535,6814,16256,20,12,28,FR,France
199914,3,18730,13131,24329,32,22,42,FR,France
199913,3,38453,29560,47346,66,51,81,FR,France
199912,3,58090,48072,68108,99,82,116,FR,France
199911,3,91329,78686,103972,156,134,178,FR,France
199910,3,147976,131058,164894,253,224,282,FR,France
199909,3,207450,188710,226190,355,323,387,FR,France
199908,3,313293,292280,334306,536,500,572,FR,France
199907,3,524136,496702,551570,896,849,943,FR,France
199906,3,493908,466605,521211,844,797,891,FR,France
199905,3,476884,449696,504072,815,769,861,FR,France
199904,3,368514,345131,391897,630,590,670,FR,France
199903,3,242388,224208,260568,414,383,445,FR,France
199902,3,160657,145209,176105,275,249,301,FR,France
199901,3,130133,115125,145141,222,196,248,FR,France
199853,3,107611,92301,122921,185,159,211,FR,France
199852,3,72373,61032,83714,124,105,143,FR,France
199851,3,78179,67156,89202,134,115,153,FR,France
199850,3,54775,45478,64072,94,78,110,FR,France
199849,3,33385,26332,40438,57,45,69,FR,France
199848,3,22636,16668,28604,39,29,49,FR,France
199847,3,14505,9746,19264,25,17,33,FR,France
199846,3,13804,9049,18559,24,16,32,FR,France
199845,3,13021,8113,17929,22,14,30,FR,France
199844,3,12631,7410,17852,22,13,31,FR,France
199843,3,12180,7125,17235,21,12,30,FR,France
199842,3,18885,12726,25044,32,21,43,FR,France
199841,3,24196,17506,30886,42,31,53,FR,France
199840,3,20235,14114,26356,35,25,45,FR,France
199839,3,17075,11538,22612,29,20,38,FR,France
199838,3,10837,6336,15338,19,11,27,FR,France
199837,3,6968,3227,10709,12,6,18,FR,France
199836,3,3033,580,5486,5,1,9,FR,France
199835,3,2491,0,5022,4,0,8,FR,France
199834,3,3853,589,7117,7,1,13,FR,France
199833,3,2934,0,6598,5,0,11,FR,France
199832,3,1308,0,2894,2,0,5,FR,France
199831,3,12147,0,29237,21,0,50,FR,France
199830,3,5309,1628,8990,9,3,15,FR,France
199829,3,6486,2465,10507,11,4,18,FR,France
199828,3,9577,4464,14690,16,7,25,FR,France
199827,3,12358,7158,17558,21,12,30,FR,France
199826,3,10415,6547,14283,18,11,25,FR,France
199825,3,18246,13050,23442,31,22,40,FR,France
199824,3,16263,11126,21400,28,19,37,FR,France
199823,3,8553,4911,12195,15,9,21,FR,France
199822,3,5181,2669,7693,9,5,13,FR,France
199821,3,4751,2416,7086,8,4,12,FR,France
199820,3,12129,8099,16159,21,14,28,FR,France
199819,3,24118,17906,30330,41,30,52,FR,France
199818,3,31612,24512,38712,54,42,66,FR,France
199817,3,61148,51894,70402,105,89,121,FR,France
199816,3,123195,109878,136512,211,188,234,FR,France
199815,3,171603,156715,186491,294,268,320,FR,France
199814,3,319092,298398,339786,547,512,582,FR,France
199813,3,298212,278513,317911,512,478,546,FR,France
199812,3,263585,246356,280814,452,422,482,FR,France
199811,3,220578,204894,236262,378,351,405,FR,France
199810,3,202354,186304,218404,347,319,375,FR,France
199809,3,227553,209970,245136,390,360,420,FR,France
199808,3,271362,252005,290719,465,432,498,FR,France
199807,3,190187,173694,206680,326,298,354,FR,France
199806,3,88217,76829,99605,151,131,171,FR,France
199805,3,45180,36970,53390,77,63,91,FR,France
199804,3,30005,23272,36738,51,39,63,FR,France
199803,3,23900,18221,29579,41,31,51,FR,France
199802,3,31143,23994,38292,53,41,65,FR,France
199801,3,24809,17786,31832,43,31,55,FR,France
199752,3,29039,21984,36094,50,38,62,FR,France
199751,3,34924,27737,42111,60,48,72,FR,France
199750,3,33527,26388,40666,58,46,70,FR,France
199749,3,15978,11147,20809,27,19,35,FR,France
199748,3,11507,7744,15270,20,14,26,FR,France
199747,3,11059,7151,14967,19,12,26,FR,France
199746,3,8073,4613,11533,14,8,20,FR,France
199745,3,18202,13113,23291,31,22,40,FR,France
199744,3,19770,14405,25135,34,25,43,FR,France
199743,3,16707,11945,21469,29,21,37,FR,France
199742,3,15340,10351,20329,26,17,35,FR,France
199741,3,16933,11941,21925,29,20,38,FR,France
199740,3,13292,8709,17875,23,15,31,FR,France
199739,3,10189,6279,14099,18,11,25,FR,France
199738,3,3231,1061,5401,6,2,10,FR,France
199737,3,4542,1949,7135,8,4,12,FR,France
199736,3,5131,2205,8057,9,4,14,FR,France
199735,3,1842,0,3740,3,0,6,FR,France
199734,3,3226,0,6717,6,0,12,FR,France
199733,3,1799,0,4368,3,0,7,FR,France
199732,3,2086,0,4411,4,0,8,FR,France
199731,3,1386,0,3332,2,0,5,FR,France
199730,3,2116,0,4919,4,0,9,FR,France
199729,3,1973,0,4347,3,0,7,FR,France
199728,3,1560,216,2904,3,1,5,FR,France
199727,3,2540,754,4326,4,1,7,FR,France
199726,3,5582,2699,8465,10,5,15,FR,France
199725,3,4012,1090,6934,7,2,12,FR,France
199724,3,4696,1824,7568,8,3,13,FR,France
199723,3,4709,2136,7282,8,4,12,FR,France
199722,3,2283,665,3901,4,1,7,FR,France
199721,3,2108,664,3552,4,2,6,FR,France
199720,3,3257,1519,4995,6,3,9,FR,France
199719,3,4646,2436,6856,8,4,12,FR,France
199718,3,5246,2764,7728,9,5,13,FR,France
199717,3,14236,9906,18566,24,17,31,FR,France
199716,3,12169,8111,16227,21,14,28,FR,France
199715,3,9516,6192,12840,16,10,22,FR,France
199714,3,13602,9659,17545,23,16,30,FR,France
199713,3,18032,13345,22719,31,23,39,FR,France
199712,3,17199,12707,21691,30,22,38,FR,France
199711,3,19988,15419,24557,34,26,42,FR,France
199710,3,21903,17338,26468,38,30,46,FR,France
199709,3,29860,24261,35459,51,41,61,FR,France
199708,3,55445,47857,63033,95,82,108,FR,France
199707,3,70876,62518,79234,122,108,136,FR,France
199706,3,76906,68152,85660,132,117,147,FR,France
199705,3,95900,86095,105705,165,148,182,FR,France
199704,3,96896,87079,106713,167,150,184,FR,France
199703,3,143844,131917,155771,248,227,269,FR,France
199702,3,211578,197395,225761,364,340,388,FR,France
199701,3,280440,263783,297097,483,454,512,FR,France
199652,3,388201,369211,407191,670,637,703,FR,France
199651,3,640627,617388,663866,1106,1066,1146,FR,France
199650,3,535205,514568,555842,924,888,960,FR,France
199649,3,411498,393335,429661,710,679,741,FR,France
199648,3,195568,182563,208573,338,316,360,FR,France
199647,3,71980,63619,80341,124,110,138,FR,France
199646,3,32138,26358,37918,55,45,65,FR,France
199645,3,25551,20136,30966,44,35,53,FR,France
199644,3,10753,7230,14276,19,13,25,FR,France
199643,3,12971,9311,16631,22,16,28,FR,France
199642,3,11929,8472,15386,21,15,27,FR,France
199641,3,9918,6674,13162,17,11,23,FR,France
199640,3,10765,7067,14463,19,13,25,FR,France
199639,3,8377,5183,11571,14,8,20,FR,France
199638,3,9470,5965,12975,16,10,22,FR,France
199637,3,2925,829,5021,5,1,9,FR,France
199636,3,1122,23,2221,2,0,4,FR,France
199635,3,1674,93,3255,3,0,6,FR,France
199634,3,1273,122,2424,2,0,4,FR,France
199633,3,540,0,1246,1,0,2,FR,France
199632,3,1453,176,2730,3,1,5,FR,France
199631,3,3010,752,5268,5,1,9,FR,France
199630,3,2992,706,5278,5,1,9,FR,France
199629,3,1559,144,2974,3,1,5,FR,France
199628,3,3109,541,5677,5,1,9,FR,France
199627,3,4456,1595,7317,8,3,13,FR,France
199626,3,2871,1138,4604,5,2,8,FR,France
199625,3,2308,856,3760,4,1,7,FR,France
199624,3,2490,1067,3913,4,2,6,FR,France
199623,3,2819,1262,4376,5,2,8,FR,France
199622,3,4005,1984,6026,7,4,10,FR,France
199621,3,7042,4291,9793,12,7,17,FR,France
199620,3,10619,7365,13873,18,12,24,FR,France
199619,3,11898,8065,15731,21,14,28,FR,France
199618,3,18338,13352,23324,32,23,41,FR,France
199617,3,24954,19100,30808,43,33,53,FR,France
199616,3,29313,23868,34758,51,42,60,FR,France
199615,3,51703,43644,59762,89,75,103,FR,France
199614,3,44414,36774,52054,77,64,90,FR,France
199613,3,30622,25062,36182,53,43,63,FR,France
199612,3,31818,25852,37784,55,45,65,FR,France
199611,3,24427,19499,29355,42,33,51,FR,France
199610,3,20910,16198,25622,36,28,44,FR,France
199609,3,19594,15228,23960,34,26,42,FR,France
199608,3,19046,14850,23242,33,26,40,FR,France
199607,3,23041,18338,27744,40,32,48,FR,France
199606,3,21810,17153,26467,38,30,46,FR,France
199605,3,25275,20410,30140,44,36,52,FR,France
199604,3,43359,36948,49770,75,64,86,FR,France
199603,3,54691,48016,61366,94,82,106,FR,France
199602,3,105606,96106,115106,182,166,198,FR,France
199601,3,223830,209274,238386,386,361,411,FR,France
199552,3,397122,378252,415992,688,655,721,FR,France
199551,3,749988,725434,774542,1299,1256,1342,FR,France
199550,3,604926,583100,626752,1047,1009,1085,FR,France
199549,3,375500,358200,392800,650,620,680,FR,France
199548,3,206446,193457,219435,357,335,379,FR,France
199547,3,120472,110526,130418,209,192,226,FR,France
199546,3,62380,55042,69718,108,95,121,FR,France
199545,3,29791,24523,35059,52,43,61,FR,France
199544,3,13168,9820,16516,23,17,29,FR,France
199543,3,16188,12389,19987,28,21,35,FR,France
199542,3,15178,11387,18969,26,19,33,FR,France
199541,3,14980,10851,19109,26,19,33,FR,France
199540,3,16245,11610,20880,28,20,36,FR,France
199539,3,18499,13844,23154,32,24,40,FR,France
199538,3,13123,9410,16836,23,17,29,FR,France
199537,3,4895,2666,7124,8,4,12,FR,France
199536,3,3659,1574,5744,6,2,10,FR,France
199535,3,2496,644,4348,4,1,7,FR,France
199534,3,1887,214,3560,3,0,6,FR,France
199533,3,905,0,2007,2,0,4,FR,France
199532,3,700,0,1699,1,0,3,FR,France
199531,3,1946,92,3800,3,0,6,FR,France
199530,3,1898,46,3750,3,0,6,FR,France
199529,3,2148,687,3609,4,1,7,FR,France
199528,3,3312,1430,5194,6,3,9,FR,France
199527,3,4853,2683,7023,8,4,12,FR,France
199526,3,4986,2911,7061,9,5,13,FR,France
199525,3,4571,2520,6622,8,4,12,FR,France
199524,3,8058,5054,11062,14,9,19,FR,France
199523,3,13820,9801,17839,24,17,31,FR,France
199522,3,14124,9999,18249,24,17,31,FR,France
199521,3,11931,8655,15207,21,15,27,FR,France
199520,3,18846,14311,23381,33,25,41,FR,France
199519,3,26261,21488,31034,45,37,53,FR,France
199518,3,39231,33258,45204,68,58,78,FR,France
199517,3,88640,79343,97937,153,137,169,FR,France
199516,3,140488,129439,151537,243,224,262,FR,France
199515,3,181007,169110,192904,313,292,334,FR,France
199514,3,248704,235144,262264,431,408,454,FR,France
199513,3,209839,197191,222487,363,341,385,FR,France
199512,3,122434,112497,132371,212,195,229,FR,France
199511,3,81730,73346,90114,142,127,157,FR,France
199510,3,49387,42703,56071,86,74,98,FR,France
199509,3,39696,33259,46133,69,58,80,FR,France
199508,3,38008,32225,43791,66,56,76,FR,France
199507,3,30550,25479,35621,53,44,62,FR,France
199506,3,37351,32007,42695,65,56,74,FR,France
199505,3,27876,23218,32534,48,40,56,FR,France
199504,3,27643,22818,32468,48,40,56,FR,France
199503,3,24844,20391,29297,43,35,51,FR,France
199502,3,23480,19249,27711,41,34,48,FR,France
199501,3,26556,21916,31196,46,38,54,FR,France
199452,3,22036,17495,26577,38,30,46,FR,France
199451,3,26912,21750,32074,47,38,56,FR,France
199450,3,28831,23470,34192,50,41,59,FR,France
199449,3,21161,16559,25763,37,29,45,FR,France
199448,3,18487,14456,22518,32,25,39,FR,France
199447,3,15206,11578,18834,26,20,32,FR,France
199446,3,14252,10525,17979,25,19,31,FR,France
199445,3,12152,8448,15856,21,15,27,FR,France
199444,3,11307,7688,14926,20,14,26,FR,France
199443,3,11254,8002,14506,20,14,26,FR,France
199442,3,14406,10653,18159,25,18,32,FR,France
199441,3,14073,10341,17805,24,18,30,FR,France
199440,3,15962,11850,20074,28,21,35,FR,France
199439,3,15878,11643,20113,28,21,35,FR,France
199438,3,15366,11100,19632,27,20,34,FR,France
199437,3,5949,3561,8337,10,6,14,FR,France
199436,3,2806,1133,4479,5,2,8,FR,France
199435,3,4556,2358,6754,8,4,12,FR,France
199434,3,3459,1444,5474,6,2,10,FR,France
199433,3,4272,977,7567,7,1,13,FR,France
199432,3,4786,1613,7959,8,2,14,FR,France
199431,3,5027,1580,8474,9,3,15,FR,France
199430,3,2100,520,3680,4,1,7,FR,France
199429,3,1188,0,2384,2,0,4,FR,France
199428,3,1581,316,2846,3,1,5,FR,France
199427,3,713,0,1459,1,0,2,FR,France
199426,3,990,80,1900,2,0,4,FR,France
199425,3,5431,3222,7640,9,5,13,FR,France
199424,3,6288,3723,8853,11,7,15,FR,France
199423,3,6440,1052,11828,11,2,20,FR,France
199422,3,845,0,2449,1,0,4,FR,France
199421,3,2197,395,3999,4,1,7,FR,France
199420,3,2217,852,3582,4,2,6,FR,France
199419,3,1483,406,2560,3,1,5,FR,France
199418,3,3705,1940,5470,6,3,9,FR,France
199417,3,2288,1064,3512,4,2,6,FR,France
199416,3,5156,3176,7136,9,6,12,FR,France
199415,3,6952,4678,9226,12,8,16,FR,France
199414,3,4671,2784,6558,8,5,11,FR,France
199413,3,3343,1641,5045,6,3,9,FR,France
199412,3,4305,2412,6198,7,4,10,FR,France
199411,3,5399,3327,7471,9,5,13,FR,France
199410,3,4548,2529,6567,8,4,12,FR,France
199409,3,5635,3251,8019,10,6,14,FR,France
199408,3,9539,6652,12426,17,12,22,FR,France
199407,3,14639,11188,18090,25,19,31,FR,France
199406,3,17308,13395,21221,30,23,37,FR,France
199405,3,18489,14290,22688,32,25,39,FR,France
199404,3,23712,19048,28376,41,33,49,FR,France
199403,3,29882,24817,34947,52,43,61,FR,France
199402,3,47402,41415,53389,82,72,92,FR,France
199401,3,118119,108182,128056,205,188,222,FR,France
199352,3,233137,218608,247666,406,381,431,FR,France
199351,3,377472,359792,395152,658,627,689,FR,France
199350,3,627639,607097,648181,1094,1058,1130,FR,France
199349,3,898045,873419,922671,1565,1522,1608,FR,France
199348,3,527582,507752,547412,920,885,955,FR,France
199347,3,241371,226769,255973,421,396,446,FR,France
199346,3,76034,68003,84065,133,119,147,FR,France
199345,3,32289,27022,37556,56,47,65,FR,France
199344,3,17832,14015,21649,31,24,38,FR,France
199343,3,15098,11333,18863,26,19,33,FR,France
199342,3,19187,14893,23481,33,26,40,FR,France
199341,3,18285,14384,22186,32,25,39,FR,France
199340,3,13805,10348,17262,24,18,30,FR,France
199339,3,14783,11173,18393,26,20,32,FR,France
199338,3,10492,7329,13655,18,12,24,FR,France
199337,3,7023,4503,9543,12,8,16,FR,France
199336,3,4361,2445,6277,8,5,11,FR,France
199335,3,5589,3066,8112,10,6,14,FR,France
199334,3,2984,1209,4759,5,2,8,FR,France
199333,3,3217,758,5676,6,2,10,FR,France
199332,3,3755,1051,6459,7,2,12,FR,France
199331,3,4163,1768,6558,7,3,11,FR,France
199330,3,4055,1907,6203,7,3,11,FR,France
199329,3,3714,1668,5760,6,2,10,FR,France
199328,3,1774,484,3064,3,1,5,FR,France
199327,3,2574,918,4230,4,1,7,FR,France
199326,3,3048,1450,4646,5,2,8,FR,France
199325,3,8348,5260,11436,15,10,20,FR,France
199324,3,6624,3747,9501,12,7,17,FR,France
199323,3,7424,4302,10546,13,8,18,FR,France
199322,3,3432,1849,5015,6,3,9,FR,France
199321,3,5942,3670,8214,10,6,14,FR,France
199320,3,5137,3157,7117,9,6,12,FR,France
199319,3,4593,2725,6461,8,5,11,FR,France
199318,3,5027,3075,6979,9,6,12,FR,France
199317,3,8111,5138,11084,14,9,19,FR,France
199316,3,24932,19468,30396,43,33,53,FR,France
199315,3,22181,17147,27215,39,30,48,FR,France
199314,3,38266,30865,45667,67,54,80,FR,France
199313,3,62987,54506,71468,110,95,125,FR,France
199312,3,63493,55956,71030,111,98,124,FR,France
199311,3,80548,72628,88468,140,126,154,FR,France
199310,3,127910,117688,138132,223,205,241,FR,France
199309,3,184150,171378,196922,321,299,343,FR,France
199308,3,222932,209051,236813,389,365,413,FR,France
199307,3,248494,234936,262052,433,409,457,FR,France
199306,3,286939,271830,302048,500,474,526,FR,France
199305,3,255890,241516,270264,446,421,471,FR,France
199304,3,193107,181261,204953,337,316,358,FR,France
199303,3,147854,137256,158452,258,240,276,FR,France
199302,3,90269,82164,98374,157,143,171,FR,France
199301,3,75288,67244,83332,131,117,145,FR,France
199253,3,56622,49107,64137,99,86,112,FR,France
199252,3,49588,42568,56608,87,75,99,FR,France
199251,3,41156,35024,47288,72,61,83,FR,France
199250,3,40100,34699,45501,70,61,79,FR,France
199249,3,39146,33847,44445,69,60,78,FR,France
199248,3,32392,27499,37285,57,48,66,FR,France
199247,3,26276,21797,30755,46,38,54,FR,France
199246,3,22758,18462,27054,40,32,48,FR,France
199245,3,22023,17804,26242,39,32,46,FR,France
199244,3,27619,22945,32293,48,40,56,FR,France
199243,3,24969,20704,29234,44,37,51,FR,France
199242,3,29980,25261,34699,52,44,60,FR,France
199241,3,24091,19953,28229,42,35,49,FR,France
199240,3,17593,13885,21301,31,25,37,FR,France
199239,3,13535,10301,16769,24,18,30,FR,France
199238,3,9837,7106,12568,17,12,22,FR,France
199237,3,7480,5130,9830,13,9,17,FR,France
199236,3,5155,2958,7352,9,5,13,FR,France
199235,3,6383,3687,9079,11,6,16,FR,France
199234,3,2953,922,4984,5,1,9,FR,France
199233,3,4046,1549,6543,7,3,11,FR,France
199232,3,4963,2215,7711,9,4,14,FR,France
199231,3,4233,1733,6733,7,3,11,FR,France
199230,3,3091,1145,5037,5,2,8,FR,France
199229,3,3586,1583,5589,6,2,10,FR,France
199228,3,4179,2133,6225,7,3,11,FR,France
199227,3,5568,3134,8002,10,6,14,FR,France
199226,3,5886,3229,8543,10,5,15,FR,France
199225,3,5304,2805,7803,9,5,13,FR,France
199224,3,5928,3482,8374,10,6,14,FR,France
199223,3,3914,1855,5973,7,3,11,FR,France
199222,3,4899,2641,7157,9,5,13,FR,France
199221,3,5059,2889,7229,9,5,13,FR,France
199220,3,4308,2226,6390,8,4,12,FR,France
199219,3,2982,1181,4783,5,2,8,FR,France
199218,3,3887,1777,5997,7,3,11,FR,France
199217,3,3614,1216,6012,6,2,10,FR,France
199216,3,5460,2934,7986,10,6,14,FR,France
199215,3,8642,5029,12255,15,9,21,FR,France
199214,3,11346,7536,15156,20,13,27,FR,France
199213,3,11693,8096,15290,20,14,26,FR,France
199212,3,11752,7834,15670,21,14,28,FR,France
199211,3,11689,7575,15803,20,13,27,FR,France
199210,3,19224,12971,25477,34,23,45,FR,France
199209,3,26629,20275,32983,47,36,58,FR,France
199208,3,37667,30887,44447,66,54,78,FR,France
199207,3,57312,48777,65847,100,85,115,FR,France
199206,3,112450,99989,124911,197,175,219,FR,France
199205,3,165474,151342,179606,290,265,315,FR,France
199204,3,147959,133595,162323,259,234,284,FR,France
199203,3,137893,122944,152842,241,215,267,FR,France
199202,3,185852,166558,205146,325,291,359,FR,France
199201,3,247688,222574,272802,434,390,478,FR,France
199152,3,349815,325499,374131,615,572,658,FR,France
199151,3,378413,355928,400898,666,626,706,FR,France
199150,3,198721,182878,214564,350,322,378,FR,France
199149,3,93903,82992,104814,165,146,184,FR,France
199148,3,45173,37384,52962,79,65,93,FR,France
199147,3,35691,28224,43158,63,50,76,FR,France
199146,3,23685,17531,29839,42,31,53,FR,France
199145,3,19565,13551,25579,34,23,45,FR,France
199144,3,21571,15477,27665,38,27,49,FR,France
199143,3,28842,21958,35726,51,39,63,FR,France
199142,3,27483,20385,34581,48,36,60,FR,France
199141,3,28185,20655,35715,50,37,63,FR,France
199140,3,26740,16049,37431,47,28,66,FR,France
199139,3,14373,8734,20012,25,15,35,FR,France
199138,3,7460,3700,11220,13,6,20,FR,France
199137,3,2429,434,4424,4,0,8,FR,France
199136,3,2380,0,4882,4,0,8,FR,France
199135,3,2372,0,5025,4,0,9,FR,France
199134,3,2099,0,5104,4,0,9,FR,France
199133,3,1654,0,4102,3,0,7,FR,France
199132,3,625,0,2190,1,0,4,FR,France
199131,3,2464,0,5830,4,0,10,FR,France
199130,3,2382,0,6857,4,0,12,FR,France
199129,3,3837,40,7634,7,0,14,FR,France
199128,3,3297,152,6442,6,0,12,FR,France
199127,3,3164,934,5394,6,2,10,FR,France
199126,3,6376,3324,9428,11,6,16,FR,France
199125,3,8218,4776,11660,14,8,20,FR,France
199124,3,8223,4660,11786,14,8,20,FR,France
199123,3,6801,3596,10006,12,6,18,FR,France
199122,3,6050,2682,9418,11,5,17,FR,France
199121,3,6391,3385,9397,11,6,16,FR,France
199120,3,8633,4683,12583,15,8,22,FR,France
199119,3,7785,3986,11584,14,7,21,FR,France
199118,3,10856,6457,15255,19,11,27,FR,France
199117,3,15603,10950,20256,27,19,35,FR,France
199116,3,15665,11184,20146,28,20,36,FR,France
199115,3,15062,10715,19409,26,18,34,FR,France
199114,3,27862,21583,34141,49,38,60,FR,France
199113,3,32179,25829,38529,57,46,68,FR,France
199112,3,27873,22312,33434,49,39,59,FR,France
199111,3,46186,38876,53496,81,68,94,FR,France
199110,3,88750,77784,99716,156,137,175,FR,France
199109,3,139093,124326,153860,245,219,271,FR,France
199108,3,216369,198630,234108,381,350,412,FR,France
199107,3,208836,191789,225883,367,337,397,FR,France
199106,3,134737,121280,148194,237,213,261,FR,France
199105,3,73564,62716,84412,129,110,148,FR,France
199104,3,48253,39031,57475,85,69,101,FR,France
199103,3,29382,22258,36506,52,39,65,FR,France
199102,3,29759,22044,37474,52,38,66,FR,France
199101,3,42927,33706,52148,76,60,92,FR,France
199052,3,41262,31607,50917,73,56,90,FR,France
199051,3,46924,37544,56304,83,66,100,FR,France
199050,3,44125,36137,52113,78,64,92,FR,France
199049,3,38379,30603,46155,68,54,82,FR,France
199048,3,29571,22315,36827,52,39,65,FR,France
199047,3,23358,15890,30826,41,28,54,FR,France
